chord,freq,contains,,data,,,,
,,,,ii,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V9,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,iv7,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,viio,,,,
,,,,i,,,,
,,,,viio,,,,
,,,,i,,,,
,,,,viio,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,vii%7,,,,
,,,,viio7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,ii7,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,viio7,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,I,,,,
,,,,IV7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,iio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,v,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,III,,,,
,,,,V7,,,,
,,,,III,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,v,,,,
,,,,i,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,bII,,,,
,,,,bII,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,bVII,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,bVI,,,,
,,,,bIII,,,,
,,,,bVII,,,,
,,,,bIII,,,,
,,,,bVII,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V9,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,iii,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V9,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,VI,,,,
,,,,iv7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,VIM7,,,,
,,,,iv7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,#viio,,,,
,,,,iv,,,,
,,,,iio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,iio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,v7,,,,
,,,,bIII7,,,,
,,,,iii,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,vii,,,,
,,,,vo7,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V7,,,,
,,,,bI,,,,
,,,,Ger,,,,
,,,,bv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,iii,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,#viio,,,,
,,,,iv,,,,
,,,,iio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,bII,,,,
,,,,V7,,,,
,,,,III,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,v,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,V7,,,,
,,,,vii,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#ivo7,,,,
,,,,IV7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,viio7,,,,
,,,,bVII7,,,,
,,,,bIII,,,,
,,,,bIII,,,,
,,,,viio7,,,,
,,,,iiio7,,,,
,,,,iiio7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,II7,,,,
,,,,II7,,,,
,,,,ii%7,,,,
,,,,viio7,,,,
,,,,iv,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V9,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,V9,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#vio7,,,,
,,,,iiio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#vio7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#vio7,,,,
,,,,V,,,,
,,,,#ivo7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,iio,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,#io7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#io7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vio7,,,,
,,,,viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,Ger,,,,
,,,,Fr,,,,
,,,,V,,,,
,,,,V,,,,
,,,,Fr,,,,
,,,,V,,,,
,,,,Fr,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,iiio7,,,,
,,,,viio,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#io7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#io7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,iii,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,III7,,,,
,,,,vi,,,,
,,,,#vii7,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,bVII,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,#io,,,,
,,,,ii,,,,
,,,,#iio,,,,
