chord,measure,beat,totbeat,op,no,mov,length,global_key,is_major,unified_chord,Case
vi,69,3,257,130,13,1,2,Bb,FALSE,?,TRUE
vi,74,1,275,130,13,1,1,Bb,FALSE,?,TRUE
vi,78,1,291,130,13,1,1,Bb,FALSE,?,TRUE
vi6,79,1,295,130,13,1,1,Bb,FALSE,?,TRUE
vi,80,1,299,130,13,1,1,Bb,FALSE,?,TRUE
vi,82,3,309,130,13,1,1,Bb,FALSE,?,TRUE
vi,84,2,316,130,13,1,1,Bb,FALSE,?,TRUE
vi6,169,1,647,130,13,1,2,Bb,FALSE,?,TRUE
vi,172,3,661,130,13,1,2,Bb,FALSE,?,TRUE
vi,173,1,663,130,13,1,3,Bb,FALSE,?,TRUE
vi,189,1,727,130,13,1,2,Bb,FALSE,?,TRUE
vi,190,3,733,130,13,1,2,Bb,FALSE,?,TRUE
vi6,192,2,740,130,13,1,1,Bb,FALSE,?,TRUE
vi6,193,3,745,130,13,1,0.5,Bb,FALSE,?,TRUE
vi,199,1,767,130,13,1,1,Bb,FALSE,?,TRUE
ii6,193,3,579,132,15,2,0.5,A,TRUE,?,TRUE
VI,23,3,91,130,13,3,1,Db,FALSE,VI,TRUE
VI6,23,4,92,130,13,3,0.375,Db,FALSE,VI,TRUE
VI,65,1,97,130,13,4,0.5,G,FALSE,VI,TRUE
vi,45,3,135,130,13,5,1,Eb,FALSE,?,TRUE
vi,46,3,138,130,13,5,1,Eb,FALSE,?,TRUE
vi,163,2,326,130,13,6,1,Bb,FALSE,?,TRUE
vi,164,1,327,130,13,6,1,Bb,FALSE,?,TRUE
vi6,168,2,336,130,13,6,1,Bb,FALSE,?,TRUE
vi],170,1.5,339.5,130,13,6,0.5,Bb,FALSE,?,TRUE
vi64,170,2,340,130,13,6,1,Bb,FALSE,?,TRUE
vi,172,2,344,130,13,6,1,Bb,FALSE,?,TRUE
ii6,194,1,580,132,15,2,1,A,TRUE,?,TRUE
ii,194,2,581,132,15,2,0.5,A,TRUE,?,TRUE
ii6,194,2.5,581.5,132,15,2,0.5,A,TRUE,?,TRUE
ii6,201,3,603,132,15,2,3,A,TRUE,?,TRUE
vi,29,4,117,131,14,1,1,c#,TRUE,VI,TRUE
vi\\\\,31,1,122,131,14,1,1,c#,TRUE,VI,TRUE
vi(2),54,1,214,131,14,1,2,c#,TRUE,VI,TRUE
vi,54,3,216,131,14,1,1,c#,TRUE,VI,TRUE
vi,59,1,234,131,14,1,1,c#,TRUE,VI,TRUE
vi6,77,1,306,131,14,1,4,c#,TRUE,VI,TRUE
vi,108,3.5,330.5,131,14,2,0.5,D,FALSE,?,TRUE
VI,118,1,358,131,14,2,1.5,D,FALSE,VI,TRUE
vi,127,2.5,386.5,131,14,2,1.5,D,FALSE,?,TRUE
.bIII.vi64,229,2,916,131,14,4,9,A,FALSE,?,TRUE
vi,237,1,945,131,14,4,2,A,FALSE,?,TRUE
vi,260,1,991,131,14,4,2,A,FALSE,?,TRUE
vi,262,1,995,131,14,4,1.5,A,FALSE,?,TRUE
ii,232,3,700,132,15,2,1,A,TRUE,?,TRUE
ii,234,1,704,132,15,2,1,A,TRUE,?,TRUE
ii,234,3,706,132,15,2,2,A,TRUE,?,TRUE
ii,236,3,712,132,15,2,1,A,TRUE,?,TRUE
ii,238,1,716,132,15,2,1,A,TRUE,?,TRUE
ii,240,1,722,132,15,2,1,A,TRUE,?,TRUE
ii,242,1,728,132,15,2,1,A,TRUE,?,TRUE
ii,5,1,15,132,15,3,2,C,TRUE,?,TRUE
ii,7,1,23,132,15,3,4,C,TRUE,?,TRUE
ii,8,2,28,132,15,3,1,C,TRUE,?,TRUE
vi,59,3,235,132,15,1,1,a,TRUE,VI,TRUE
vi6,59,4,236,132,15,1,2,a,TRUE,VI,TRUE
vi6,98,3,391,132,15,1,0.5,a,TRUE,VI,TRUE
vi,98,4,392,132,15,1,0.5,a,TRUE,VI,TRUE
vi,100,1,397,132,15,1,2,a,TRUE,VI,TRUE
vi6,100,3,399,132,15,1,2,a,TRUE,VI,TRUE
vi,171,1,681,132,15,1,1,a,TRUE,VI,TRUE
vi,174,3,695,132,15,1,1,a,TRUE,VI,TRUE
vi6,175,1,697,132,15,1,1,a,TRUE,VI,TRUE
vi,225,3,899,132,15,1,1,a,TRUE,VI,TRUE
ii6,26,4,102,132,15,3,1,C,TRUE,?,TRUE
ii,30,1,115,132,15,3,2,C,TRUE,?,TRUE
ii6,52,2.25,154.25,132,15,3,0.25,C,TRUE,?,TRUE
ii6,62,2,169,132,15,3,0.5,C,TRUE,?,TRUE
vi,32,3.5,96.5,132,15,2,0.5,A,FALSE,?,TRUE
vi,35,1,103,132,15,2,3,A,FALSE,?,TRUE
vi,40,3,120,132,15,2,1,A,FALSE,?,TRUE
vi,44,2,131,132,15,2,1,A,FALSE,?,TRUE
vi,53,3,159,132,15,2,1,A,FALSE,?,TRUE
vi,58,2,173,132,15,2,1,A,FALSE,?,TRUE
VI,60,2,179,132,15,2,2,A,FALSE,VI,TRUE
VI,61,2,182,132,15,2,1,A,FALSE,VI,TRUE
VI,62,2,185,132,15,2,1,A,FALSE,VI,TRUE
VI,64,3,192,132,15,2,1,A,FALSE,VI,TRUE
VI6,26,3,103,132,15,4,1,A,FALSE,VI,TRUE
VI,26,4,104,132,15,4,1,A,FALSE,VI,TRUE
ii(4),89,1,218.5,132,15,3,1,C,TRUE,?,TRUE
ii,89,2,219.5,132,15,3,1,C,TRUE,?,TRUE
ii(9),91,1,226.5,132,15,3,1,C,TRUE,?,TRUE
ii,91,2,227.5,132,15,3,2,C,TRUE,?,TRUE
vi6,135,3,405,132,15,5,0.5,a,TRUE,VI,TRUE
vi6,137,2.5,410.5,132,15,5,0.5,a,TRUE,VI,TRUE
vi,142,1,424,132,15,5,0.5,a,TRUE,VI,TRUE
vi6,183,3.5,549.5,132,15,5,0.5,a,TRUE,VI,TRUE
vi,184,1,550,132,15,5,3,a,TRUE,VI,TRUE
vi,333,1,997,132,15,5,3,a,TRUE,VI,TRUE
vi,346,1,1036,132,15,5,6,a,TRUE,VI,TRUE
vi6,357,1,1069,132,15,5,2,a,TRUE,VI,TRUE
vi64,362,2,1085,132,15,5,1,a,TRUE,VI,TRUE
vi,365,2,1094,132,15,5,1,a,TRUE,VI,TRUE
vi,373,1,1117,132,15,5,1,a,TRUE,VI,TRUE
vi,382,1,1144,132,15,5,3,a,TRUE,VI,TRUE
vi,394,1,1180,132,15,5,3,a,TRUE,VI,TRUE
vi64,396,3,1188,132,15,5,1,a,TRUE,VI,TRUE
VI,115,2.5,230.5,135,16,1,0.5,nothing,FALSE,VI,TRUE
VI,120,1.5,239.5,135,16,1,1,nothing,FALSE,VI,TRUE
VI(#2),108,1,453,135,16,4,-3,FALSE,FALSE,VI,TRUE
VI,108,-2,450,135,16,4,1,FALSE,FALSE,VI,TRUE
VI(64+2),111,1,465,135,16,4,1,FALSE,FALSE,VI,TRUE
VI,111,2,466,135,16,4,1,FALSE,FALSE,VI,TRUE
VI(64+#2),112,1,469,135,16,4,1,FALSE,FALSE,VI,TRUE
VI,112,2,470,135,16,4,1,FALSE,FALSE,VI,TRUE
VI6,140,4,584,135,16,4,3,FALSE,FALSE,VI,TRUE
VI(2),142,3,591,135,16,4,1,FALSE,FALSE,VI,TRUE
VI6(2+7),144,1,597,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6,144,3,599,135,16,4,4,FALSE,FALSE,VI,TRUE
VI6(2+7),146,1,605,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6,146,3,607,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6(76),150,3,623,135,16,4,1,FALSE,FALSE,VI,TRUE
VI6,150,4,624,135,16,4,3,FALSE,FALSE,VI,TRUE
VI,152,3,631,135,16,4,4,FALSE,FALSE,VI,TRUE
VI,154,3,639,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6,156,3,647,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6,158,3,655,135,16,4,2,FALSE,FALSE,VI,TRUE
VI64,159,1,657,135,16,4,2,FALSE,FALSE,VI,TRUE
VI6,163,1,673,135,16,4,-3,FALSE,FALSE,VI,TRUE
VI6,164,0,676,135,16,4,5,FALSE,FALSE,VI,TRUE
VI,174,6,738,135,16,4,3,FALSE,FALSE,VI,TRUE
VI,41,1,121,18,1,1,6,FALSE,FALSE,VI,TRUE
VI6(6),45,1,133,18,1,1,1.5,FALSE,FALSE,VI,TRUE
VI6,45,2.5,134.5,18,1,1,1.5,FALSE,FALSE,VI,TRUE
VI6,137,2,410,18,1,1,1,FALSE,FALSE,VI,TRUE
VI6,143,2,428,18,1,1,1,FALSE,FALSE,VI,TRUE
VI,155,1,463,18,1,1,3,FALSE,FALSE,VI,TRUE
VI,158,1,472,18,1,1,1,FALSE,FALSE,VI,TRUE
VI,163,1,487,18,1,1,3,FALSE,FALSE,VI,TRUE
VI,165,3,495,18,1,1,2,FALSE,FALSE,VI,TRUE
.bVI.vi,189,1,565,18,1,1,1,FALSE,FALSE,?,TRUE
vi,191,2.25,572.25,18,1,1,1,FALSE,FALSE,?,TRUE
vi,193,1,577,18,1,1,1.25,FALSE,FALSE,?,TRUE
vi,195,1,583,18,1,1,1.25,FALSE,FALSE,?,TRUE
ii6,91,4,229.5,132,15,3,1,C,TRUE,?,TRUE
ii,92,1,230.5,132,15,3,1,C,TRUE,?,TRUE
ii6,110,4,305.5,132,15,3,1,C,TRUE,?,TRUE
ii,114,1,318.5,132,15,3,2,C,TRUE,?,TRUE
vi,31,2.5,137.5,18,1,2,1.5,d,TRUE,VI,TRUE
vi,43,4,193,18,1,2,1,d,TRUE,VI,TRUE
vi,44,1,194.5,18,1,2,1,d,TRUE,VI,TRUE
vi,80,2.5,358,18,1,2,1.5,d,TRUE,VI,TRUE
vi,81,2.5,362.5,18,1,2,1.5,d,TRUE,VI,TRUE
ii6,136,2,357.5,132,15,3,0.5,C,TRUE,?,TRUE
vi,93,4,418,18,1,2,1,d,TRUE,VI,TRUE
vi,94,1,419.5,18,1,2,1,d,TRUE,VI,TRUE
vi,14,1,40,18,1,3,2,FALSE,FALSE,?,TRUE
vi6,14,3,42,18,1,3,1,FALSE,FALSE,?,TRUE
vi(#74),16,1,46,18,1,3,1,FALSE,FALSE,?,TRUE
vi,16,2,47,18,1,3,2,FALSE,FALSE,?,TRUE
VI,24,2,71,18,1,3,1,FALSE,FALSE,VI,TRUE
vi,34,3,102,18,1,3,1,FALSE,FALSE,?,TRUE
i.VI,99,1,295,18,1,3,1,FALSE,FALSE,VI,TRUE
VI,108,1,215,18,1,4,1,FALSE,FALSE,VI,TRUE
VI6,118,2,236,18,1,4,1,FALSE,FALSE,VI,TRUE
VI,122,10,252,18,1,4,-7,FALSE,FALSE,VI,TRUE
VI,126,1,251,18,1,4,0.5,FALSE,FALSE,VI,TRUE
VI6,130,2,260,18,1,4,1,FALSE,FALSE,VI,TRUE
VI,131,2.5,262.5,18,1,4,0.5,FALSE,FALSE,VI,TRUE
vi,144,1.5,287.5,18,1,4,2,FALSE,FALSE,?,TRUE
VI,160,2,320,18,1,4,1,FALSE,FALSE,VI,TRUE
VI6,164,16,342,18,1,4,-13,FALSE,FALSE,VI,TRUE
i.VI,171,1,341,18,1,4,2,FALSE,FALSE,VI,TRUE
VI6,172,2.5,344.5,18,1,4,0.5,FALSE,FALSE,VI,TRUE
VI,176,1.5,351.5,18,1,4,14.5,FALSE,FALSE,VI,TRUE
v.VI,83,1,165,18,2,1,1,G,FALSE,VI,TRUE
VI,85,1,169,18,2,1,1,G,FALSE,VI,TRUE
VI,166,2,332,18,2,1,1,G,FALSE,VI,TRUE
VI,46,1,91,18,2,4,4,G,FALSE,VI,TRUE
vi,150,1.5,299.5,18,2,4,0.5,G,FALSE,?,TRUE
VI,292,1,583,18,2,4,2,G,FALSE,VI,TRUE
VI64,293,1,585,18,2,4,2,G,FALSE,VI,TRUE
VI,47,3,187,18,3,1,1,D,FALSE,VI,TRUE
vi,72,1,285,18,3,1,4,D,FALSE,?,TRUE
vi,121,1,481,18,3,1,4,D,FALSE,?,TRUE
VI64,146,1,581,18,3,1,4,D,FALSE,VI,TRUE
VI,147,1,585,18,3,1,4,D,FALSE,VI,TRUE
vi,205,1,817,18,3,1,4,D,FALSE,?,TRUE
vi6,207,1,825,18,3,1,2,D,FALSE,?,TRUE
v.VI,30,1,59,18,3,2,2,Bb,FALSE,VI,TRUE
iv.VI,64,1,127,18,3,2,1,Bb,FALSE,VI,TRUE
vi,66,2.5,132.5,18,3,2,0.5,Bb,FALSE,?,TRUE
vi,68,1,135,18,3,2,1,Bb,FALSE,?,TRUE
vi,70,1,139,18,3,2,1,Bb,FALSE,?,TRUE
VI6(6),88,2.5,176.5,18,3,2,0.25,Bb,FALSE,VI,TRUE
VI6,88,2.75,176.75,18,3,2,0.25,Bb,FALSE,VI,TRUE
iv.vi,79,1,233,18,3,3,3,D,FALSE,?,TRUE
VI,177,2.5,528.5,18,3,4,1,D,FALSE,VI,TRUE
ii6,146,2,372.5,132,15,3,0.5,C,TRUE,?,TRUE
vi,41,1,158,18,4,1,2,c,TRUE,VI,TRUE
vi,49,1,190,18,4,1,2,c,TRUE,VI,TRUE
vi,120,1,474,18,4,1,2,c,TRUE,VI,TRUE
vi(4),166,1,658,18,4,1,0.5,c,TRUE,VI,TRUE
vi,166,1.5,658.5,18,4,1,1.5,c,TRUE,VI,TRUE
vi(4),174,1,690,18,4,1,1,c,TRUE,VI,TRUE
vi,174,2,691,18,4,1,1,c,TRUE,VI,TRUE
.bIII.vi,84,1,125.5,18,4,2,1.5,C,FALSE,?,TRUE
vi,99,1,148,18,4,2,1.5,C,FALSE,?,TRUE
vi,101,1,151,18,4,2,1.5,C,FALSE,?,TRUE
VI,109,1,163,18,4,2,1.5,C,FALSE,VI,TRUE
VI,130,1,194.5,18,4,2,0.5,C,FALSE,VI,TRUE
VI,26,1,76,18,5,1,1.5,A,FALSE,VI,TRUE
VI,34,1,100,18,5,1,1.5,A,FALSE,VI,TRUE
vi,110,1,328,18,5,1,1.5,A,FALSE,?,TRUE
VI,113,1,337,18,5,1,1.5,A,FALSE,VI,TRUE
VI,117,1,349,18,5,1,1.5,A,FALSE,VI,TRUE
VI,167,1,499,18,5,1,1.5,A,FALSE,VI,TRUE
VI,175,1,523,18,5,1,1.5,A,FALSE,VI,TRUE
VI,79,2,156.5,18,5,3,1,D,FALSE,VI,TRUE
VI6,115,-2.5,451,18,5,4,7.5,A,FALSE,VI,TRUE
vi,140,3,556.5,18,5,4,1,A,FALSE,?,TRUE
vi,144,1,570.5,18,5,4,1,A,FALSE,?,TRUE
VI,57,1,225,18,6,1,4,Bb,FALSE,VI,TRUE
VI,231,1,921,18,6,1,4,Bb,FALSE,VI,TRUE
VI,19,2.5,38.5,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,21,1.5,41.5,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,23,2.5,46.5,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,25,2,50,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,25,2.5,50.5,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,29,2,58,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI,29,2.5,58.5,18,6,2,0.25,Eb,FALSE,VI,TRUE
VI\\\\,32,2,64,18,6,2,1,Eb,FALSE,VI,TRUE
vi,33,1,65,18,6,4,1,Bb,FALSE,?,TRUE
vi,51,2,99,18,6,4,0.5,Bb,FALSE,?,TRUE
vi,59,2,111,18,6,4,0.5,Bb,FALSE,?,TRUE
VI6,125,1.5,497.5,59,7,1,0.5,FALSE,FALSE,VI,TRUE
VI,140,1,557,59,7,1,12,FALSE,FALSE,VI,TRUE
VI64,143,1,569,59,7,1,4,FALSE,FALSE,VI,TRUE
VI6,160,1,637,59,7,1,8,FALSE,FALSE,VI,TRUE
vi,190,1,757,59,7,1,6,FALSE,FALSE,?,TRUE
vi,192,1,765,59,7,1,2,FALSE,FALSE,?,TRUE
vi,198,3,791,59,7,1,4,FALSE,FALSE,?,TRUE
vi(9),200,1,797,59,7,1,2,FALSE,FALSE,?,TRUE
vi6,200,3,799,59,7,1,4,FALSE,FALSE,?,TRUE
vi6,287,4,1148,59,7,1,1,FALSE,FALSE,?,TRUE
vi,289,1,1153,59,7,1,4,FALSE,FALSE,?,TRUE
VI6,43,2.25,65.25,59,7,2,0.25,Bb,FALSE,VI,TRUE
VI,120,2,180.5,59,7,2,0.5,Bb,FALSE,VI,TRUE
VI,133,2,200,59,7,2,0.5,Bb,FALSE,VI,TRUE
VI,146,2,219.5,59,7,2,0.5,Bb,FALSE,VI,TRUE
VI,151,2,227,59,7,2,0.5,Bb,FALSE,VI,TRUE
VI,153,1.5,229.5,59,7,2,0.5,Bb,FALSE,VI,TRUE
vi,187,1.5,280.5,59,7,2,1,Bb,FALSE,?,TRUE
vi,189,1,283,59,7,2,1.5,Bb,FALSE,?,TRUE
VI,390,2,585.5,59,7,2,0.5,Bb,FALSE,VI,TRUE
vi,392,2,588.5,59,7,2,0.5,Bb,FALSE,?,TRUE
i.VI,399,1,598,59,7,2,1.5,Bb,FALSE,VI,TRUE
ii,181,3,456,132,15,3,2,C,TRUE,?,TRUE
vi,457,1,685,59,7,2,0.5,Bb,TRUE,VI,TRUE
VI,92,2,184,59,7,3,0.5,FALSE,FALSE,VI,TRUE
VI6,93,2,186,59,7,3,0.5,FALSE,FALSE,VI,TRUE
VI,62,1,123,59,7,4,2,FALSE,FALSE,VI,TRUE
v.VI6,120,2.75,240.75,59,7,4,0.5,FALSE,FALSE,VI,TRUE
VI,135,1,269,59,7,4,1,FALSE,FALSE,VI,TRUE
VI,153,2,306,59,7,4,1,FALSE,FALSE,VI,TRUE
VI,155,2,310,59,7,4,1,FALSE,FALSE,VI,TRUE
VI\\\\,186,1,371,59,7,4,2,FALSE,FALSE,VI,TRUE
VI,204,2.5,408.5,59,7,4,0.5,FALSE,FALSE,VI,TRUE
VI,232,1,463,59,7,4,1,FALSE,FALSE,VI,TRUE
VI,234,1,467,59,7,4,2,FALSE,FALSE,VI,TRUE
vi64,53,3.5,159.5,59,8,1,0.25,e,TRUE,VI,TRUE
vi64(42),195,2.5,584.5,59,8,1,1,e,TRUE,VI,TRUE
vi64,195,3.5,585.5,59,8,1,0.25,e,TRUE,VI,TRUE
.bVII.vi,56,1,221,59,8,2,2,E,FALSE,?,TRUE
vi,85,-1,251,59,8,3,1,e,TRUE,VI,TRUE
vi,127,1,379,59,8,3,1,e,TRUE,VI,TRUE
vi,127,3,381,59,8,3,1,e,TRUE,VI,TRUE
vi6,128,2,383,59,8,3,1,e,TRUE,VI,TRUE
vi,129,1,385,59,8,3,-2,e,TRUE,VI,TRUE
vi,133,3,399,59,8,3,1,e,TRUE,VI,TRUE
ii64,182,1,458,132,15,3,2,C,TRUE,?,TRUE
vi,150,3,599,59,8,4,2,e,TRUE,VI,TRUE
vi,154,1,613,59,8,4,4,e,TRUE,VI,TRUE
vi,158,1,629,59,8,4,4,e,TRUE,VI,TRUE
VI,156,-1.9375,589.063,59,9,1,4,C,FALSE,VI,TRUE
vi64,236,3,914,59,9,1,2,C,FALSE,?,TRUE
vi,237,3,918,59,9,1,1,C,FALSE,?,TRUE
vi6,237,4,919,59,9,1,1,C,FALSE,?,TRUE
vi,243,1,940,59,9,1,1,C,FALSE,?,TRUE
vi6,268,1,1040,59,9,1,2,C,FALSE,?,TRUE
ii,183,1,462,132,15,3,2.5,C,TRUE,?,TRUE
ii,195,3,512,132,15,3,2,C,TRUE,?,TRUE
ii6,196,2,515,132,15,3,1,C,TRUE,?,TRUE
VI6,59,3.5,177.5,59,9,3,0.5,C,FALSE,VI,TRUE
VI6,60,3,180,59,9,3,0.5,C,FALSE,VI,TRUE
VI(7),84,1,250,59,9,3,1,C,FALSE,VI,TRUE
VI,84,2,251,59,9,3,2,C,FALSE,VI,TRUE
iv.VI,98,1,393,59,9,4,1,C,FALSE,VI,TRUE
ii,197,3,520,132,15,3,1.5,C,TRUE,?,TRUE
ii6,197,4.5,521.5,132,15,3,0.5,C,TRUE,?,TRUE
VI,136,1,545,59,9,4,2,C,FALSE,VI,TRUE
VI,140,1,561,59,9,4,2,C,FALSE,VI,TRUE
VI6,144,1,577,59,9,4,2,C,FALSE,VI,TRUE
vi64,355,1,1421,59,9,4,2,C,FALSE,?,TRUE
vi,381,3,1527,59,9,4,2,C,FALSE,?,TRUE
vi,5,2,10,127,12,1,1,Eb,TRUE,VI,TRUE
vi64,8,3,18,127,12,1,1,Eb,TRUE,VI,TRUE
vi64,16,3,42,127,12,1,1,Eb,TRUE,VI,TRUE
vi,21,2,56,127,12,1,1,Eb,TRUE,VI,TRUE
vi,30,1.5,82.5,127,12,1,1.5,Eb,TRUE,VI,TRUE
vi,35,1,97,127,12,1,2,Eb,TRUE,VI,TRUE
vi,79,2.5,226.5,127,12,1,0.5,Eb,TRUE,VI,TRUE
vi6,82,3,234,127,12,1,1,Eb,TRUE,VI,TRUE
vi6,141,3,407,127,12,1,1,Eb,TRUE,VI,TRUE
vi6,145,3,419,127,12,1,1,Eb,TRUE,VI,TRUE
vi6,172,3,500,127,12,1,1,Eb,TRUE,VI,TRUE
vi,176,3.5,512.5,127,12,1,0.5,Eb,TRUE,VI,TRUE
vi,196,2,571,127,12,1,1,Eb,TRUE,VI,TRUE
vi,222,1.5,648.5,127,12,1,1,Eb,TRUE,VI,TRUE
vi6,259,1,759,127,12,1,2,Eb,TRUE,VI,TRUE
vi64,276,3,812,127,12,1,1,Eb,TRUE,VI,TRUE
vi,8,2.5,40.5,127,12,2,1.5,Ab,TRUE,VI,TRUE
vi6,10,3.5,53.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi6,15,6.5,86.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi6,23,2,130,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi6(+7),23,2.5,130.5,127,12,2,1,Ab,TRUE,VI,TRUE
vi6,23,3.5,131.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,25,1.5,141.5,127,12,2,2,Ab,TRUE,VI,TRUE
vi,27,6.5,158.5,127,12,2,2,Ab,TRUE,VI,TRUE
vi,29,2.25,166.25,127,12,2,1.25,Ab,TRUE,VI,TRUE
vi6,29,3.5,167.5,127,12,2,1.5,Ab,TRUE,VI,TRUE
vi6,31,3.5,179.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,31,4,180,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi64,34,1,195,127,12,2,1,Ab,TRUE,VI,TRUE
vi6,34,5,199,127,12,2,0.25,Ab,TRUE,VI,TRUE
vi,48,2,266,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,87,2,436,127,12,2,1,Ab,TRUE,VI,TRUE
vi6,87,3.5,437.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,88,5.5,445.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,100,-12,500,127,12,2,17.5,Ab,TRUE,VI,TRUE
vi64,102,4,528,127,12,2,1.5,Ab,TRUE,VI,TRUE
vi,129,2.5,688.5,127,12,2,0.5,Ab,TRUE,VI,TRUE
vi,12,1,34,127,12,3,2,Eb,TRUE,VI,TRUE
vi,28,2,83,127,12,3,3,Eb,TRUE,VI,TRUE
vi,31,1,91,127,12,3,1,Eb,TRUE,VI,TRUE
vi,110,1,320,127,12,3,1,Eb,TRUE,VI,TRUE
vi6,22,4,88,127,12,4,1,Eb,TRUE,VI,TRUE
vi,32,1,125,127,12,4,1,Eb,TRUE,VI,TRUE
vi,35,2,138,127,12,4,1,Eb,TRUE,VI,TRUE
vi,96,3,383,127,12,4,2,Eb,TRUE,VI,TRUE
vi,166,3,663,127,12,4,1,Eb,TRUE,VI,TRUE
vi6],192,1,765,127,12,4,1,Eb,TRUE,VI,TRUE
iii[vi64,200,1,797,127,12,4,1,Eb,TRUE,VI,TRUE
vi,203,4,812,127,12,4,1,Eb,TRUE,VI,TRUE
vi6,205,2,818,127,12,4,1,Eb,TRUE,VI,TRUE
vi,207,4,828,127,12,4,1,Eb,TRUE,VI,TRUE
vi,226,2,902,127,12,4,1,Eb,TRUE,VI,TRUE
vi,253,1,1009,127,12,4,8,Eb,TRUE,VI,TRUE
ii,200,1,530,132,15,3,2,C,TRUE,?,TRUE
vi,25,2,80,130,13,1,1,Bb,TRUE,VI,TRUE
vi,29,1.5,95.5,130,13,1,0.25,Bb,TRUE,VI,TRUE
vi6,43,3.5,153.5,130,13,1,1.5,Bb,TRUE,VI,TRUE
vi,44,1,155,130,13,1,0.5,Bb,TRUE,VI,TRUE
vi,134,2,508,130,13,1,1,Bb,TRUE,VI,TRUE
vi,139,3.5,529.5,130,13,1,0.5,Bb,TRUE,VI,TRUE
vi,202,3,781,130,13,1,1,Bb,TRUE,VI,TRUE
vi,203,3,785,130,13,1,1,Bb,TRUE,VI,TRUE
vi,205,2,792,130,13,1,0.5,Bb,TRUE,VI,TRUE
vi64,205,3.5,793.5,130,13,1,0.5,Bb,TRUE,VI,TRUE
vi,207,1.5,799.5,130,13,1,0.5,Bb,TRUE,VI,TRUE
vi,219,2,845,130,13,1,1,Bb,TRUE,VI,TRUE
vi,220,1,847,130,13,1,3,Bb,TRUE,VI,TRUE
ii,208,1,562,132,15,3,2,C,TRUE,?,TRUE
V.ii,6,4,24,132,15,4,1,A,TRUE,?,TRUE
ii,22,4,88,132,15,4,0.75,A,TRUE,?,TRUE
ii6,22,4.75,88.75,132,15,4,0.25,A,TRUE,?,TRUE
ii,244,1,730,132,15,5,1,a,TRUE,?,TRUE
ii64,259,1,775,132,15,5,1,a,TRUE,?,TRUE
ii64,261,1,781,132,15,5,1,a,TRUE,?,TRUE
ii%2,126,4,504,132,15,1,1,a,TRUE,?,TRUE
vi6,2,1,5,130,13,3,1,Db,TRUE,VI,TRUE
vi,6,4,24,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,13,2,50,130,13,3,1,Db,TRUE,VI,TRUE
vi64,33,2.25,130.25,130,13,3,0.75,Db,TRUE,VI,TRUE
vi,39,4,156,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,42,3,167,130,13,3,0.5,Db,TRUE,VI,TRUE
vi6,60,4.25,244.25,130,13,3,0.25,Db,TRUE,VI,TRUE
vi,67,-1.5,266.5,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,68,2,274,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,69,2,278,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,73,4.75,296.75,130,13,3,0.25,Db,TRUE,VI,TRUE
ii%2/III,86,3,258,132,15,5,1,a,TRUE,?,TRUE
vi,80,4.25,324.25,130,13,3,0.25,Db,TRUE,VI,TRUE
ii%2,88,3,264,132,15,5,1,a,TRUE,?,TRUE
ii%65,157,2,470,132,15,5,1,a,TRUE,?,TRUE
ii%65,158,2,473,132,15,5,1,a,TRUE,?,TRUE
vi,89,1.5,357.5,130,13,3,0.5,Db,TRUE,VI,TRUE
vi,2,1,2.5,130,13,4,1.5,G,TRUE,VI,TRUE
vi64,6,1,8.5,130,13,4,1.5,G,TRUE,VI,TRUE
vi64,18,1,26.5,130,13,4,1.5,G,TRUE,VI,TRUE
vi64,22,1,32.5,130,13,4,1.5,G,TRUE,VI,TRUE
vi6,36,2,54.5,130,13,4,0.5,G,TRUE,VI,TRUE
vi,58,1,86.5,130,13,4,1.5,G,TRUE,VI,TRUE
vi,61,1.5,91.5,130,13,4,0.5,G,TRUE,VI,TRUE
vi,62,1,92.5,130,13,4,1,G,TRUE,VI,TRUE
vi6,62,2,93.5,130,13,4,0.5,G,TRUE,VI,TRUE
