chord,altchord,measure,beat,totbeat,timesig,op,no,mov,length,global_key,local_key,pedal,numeral,form,figbass,changes,relativeroot,phraseend
III.V2,,44,3.5,132.5,6/8,59,9,2,0.5,a,III,,V,,2,,,FALSE
I6,,45,1,133,6/8,59,9,2,1.5,a,III,,I,,6,,,FALSE
IV(4#2),,45,2.5,134.5,6/8,59,9,2,0.5,a,III,,IV,,,4#2,,FALSE
IV,,45,3,135,6/8,59,9,2,1,a,III,,IV,,,,,FALSE
V7,,46,1,136,6/8,59,9,2,1.5,a,III,,V,,7,,,FALSE
I,,46,2.5,137.5,6/8,59,9,2,1,a,III,,I,,,,,FALSE
V2,,46,3.5,138.5,6/8,59,9,2,0.5,a,III,,V,,2,,,FALSE
I6,,47,1,139,6/8,59,9,2,1.5,a,III,,I,,6,,,FALSE
IV(4#2),,47,2.5,140.5,6/8,59,9,2,0.5,a,III,,IV,,,4#2,,FALSE
IV,,47,3,141,6/8,59,9,2,1,a,III,,IV,,,,,FALSE
V7,,48,1,142,6/8,59,9,2,1.5,a,III,,V,,7,,,FALSE
I\\\\,,48,2.5,143.5,6/8,59,9,2,1.5,a,III,,I,,,,,TRUE
V65,,49,1,145,6/8,59,9,2,1.5,a,III,,V,,65,,,FALSE
V2,,49,2.5,146.5,6/8,59,9,2,1.5,a,III,,V,,2,,,FALSE
V,,50,1,148,6/8,59,9,2,1.5,a,III,,V,,,,,FALSE
I,,50,2.5,149.5,6/8,59,9,2,1.5,a,III,,I,,,,,FALSE
V65,,51,1,151,6/8,59,9,2,1.5,a,III,,V,,65,,,FALSE
ii6,,51,2.5,152.5,6/8,59,9,2,1.5,a,III,,ii,,6,,,FALSE
V(64),,52,1,154,6/8,59,9,2,1.5,a,III,,V,,,64,,FALSE
V7,,52,2.5,155.5,6/8,59,9,2,1.5,a,III,,V,,7,,,FALSE
I\\\\,,53,1,157,6/8,59,9,2,1.5,a,III,,I,,,,,TRUE
vi.V[i,,53,2.5,158.5,6/8,59,9,2,1,a,vi,V,i,,,,,FALSE
V6/V,,53,3.5,159.5,6/8,59,9,2,0.5,a,vi,V,V,,6,,V,FALSE
V64,,54,1,160,6/8,59,9,2,1.5,a,vi,V,V,,64,,,FALSE
i,,54,2.5,161.5,6/8,59,9,2,1,a,vi,V,i,,,,,FALSE
V6/V,,54,3.5,162.5,6/8,59,9,2,0.5,a,vi,V,V,,6,,V,FALSE
V,,55,1,163,6/8,59,9,2,1.5,a,vi,V,V,,,,,FALSE
i,,55,2.5,164.5,6/8,59,9,2,1,a,vi,V,i,,,,,FALSE
V6/V,,55,3.5,165.5,6/8,59,9,2,0.5,a,vi,V,V,,6,,V,FALSE
V6,,56,1,166,6/8,59,9,2,1.5,a,vi,V,V,,6,,,FALSE
viio2/V,,56,2.5,167.5,6/8,59,9,2,1.5,a,vi,V,vii,o,2,,V,FALSE
V6,,57,1,169,6/8,59,9,2,1.5,a,vi,V,V,,6,,,FALSE
viio2/V,,57,2.5,170.5,6/8,59,9,2,1.5,a,vi,V,vii,o,2,,V,FALSE
V6,,58,1,172,6/8,59,9,2,1.5,a,vi,V,V,,6,,,FALSE
viio2/V,,58,2.5,173.5,6/8,59,9,2,1.5,a,vi,V,vii,o,2,,V,FALSE
V6,,59,1,175,6/8,59,9,2,1,a,vi,V,V,,6,,,FALSE
viio43/V,,59,2,176,6/8,59,9,2,0.5,a,vi,V,vii,o,43,,V,FALSE
V6,,59,2.5,176.5,6/8,59,9,2,1,a,vi,V,V,,6,,,FALSE
viio43/V,,59,3.5,177.5,6/8,59,9,2,0.5,a,vi,V,vii,o,43,,V,FALSE
V6,,60,1,178,6/8,59,9,2,1,a,vi,V,V,,6,,,FALSE
viio43/V,,60,2,179,6/8,59,9,2,0.5,a,vi,V,vii,o,43,,V,FALSE
V6,,60,2.5,179.5,6/8,59,9,2,1,a,vi,V,V,,6,,,FALSE
viio43/V,,60,3.5,180.5,6/8,59,9,2,0.5,a,vi,V,vii,o,43,,V,FALSE
V,,61,1,181,6/8,59,9,2,3,a,vi,V,V,,,,,FALSE
V]\\\\,,62,1,184,6/8,59,9,2,1.5,a,vi,V,V,,,,,TRUE
V,,62,2.5,185.5,6/8,59,9,2,1.5,a,vi,,V,,,,,FALSE
VI,,63,1,187,6/8,59,9,2,1.5,a,vi,,VI,,,,,FALSE
VI6,,63,2.5,188.5,6/8,59,9,2,1.5,a,vi,,VI,,6,,,FALSE
#viio7,,64,1,190,6/8,59,9,2,1,a,vi,,#vii,o,7,,,FALSE
V2,,64,2,191,6/8,59,9,2,0.5,a,vi,,V,,2,,,FALSE
iv,,64,2.5,191.5,6/8,59,9,2,1.5,a,vi,,iv,,,,,FALSE
#viio7,,65,1,193,6/8,59,9,2,1,a,vi,,#vii,o,7,,,FALSE
V2,,65,2,194,6/8,59,9,2,0.5,a,vi,,V,,2,,,FALSE
.bII,,65,2.5,194.5,6/8,59,9,2,1,a,vi,,bII,,,,,FALSE
iv64,,65,3.5,195.5,6/8,59,9,2,0.5,a,vi,,iv,,64,,,FALSE
#viio7,,66,1,196,6/8,59,9,2,1,a,vi,,#vii,o,7,,,FALSE
iv6,,66,2,197,6/8,59,9,2,0.5,a,vi,,iv,,6,,,FALSE
V7,,66,2.5,197.5,6/8,59,9,2,1.5,a,vi,,V,,7,,,FALSE
i,,67,1,199,6/8,59,9,2,3,a,vi,,i,,,,,FALSE
i6,,68,1,202,6/8,59,9,2,1.5,a,vi,,i,,6,,,FALSE
i,,68,2.5,203.5,6/8,59,9,2,1,a,vi,,i,,,,,FALSE
.bv.V9(4),,68,3.5,204.5,6/8,59,9,2,0.5,a,bv,,V,,9,4,,FALSE
V9,,69,1,205,6/8,59,9,2,1,a,bv,,V,,9,,,FALSE
V7,,69,2,206,6/8,59,9,2,1.5,a,bv,,V,,7,,,FALSE
V9(4),,69,3.5,207.5,6/8,59,9,2,0.5,a,bv,,V,,9,4,,FALSE
V9,,70,1,208,6/8,59,9,2,1,a,bv,,V,,9,,,FALSE
V7,,70,2,209,6/8,59,9,2,1.5,a,bv,,V,,7,,,FALSE
V9(4),,70,3.5,210.5,6/8,59,9,2,0.5,a,bv,,V,,9,4,,FALSE
V9,,71,1,211,6/8,59,9,2,0.5,a,bv,,V,,9,,,FALSE
V7,,71,1.5,211.5,6/8,59,9,2,2.5,a,bv,,V,,7,,,FALSE
i64,,72,1,214,6/8,59,9,2,3,a,bv,,i,,64,,,FALSE
V7,,73,1,217,6/8,59,9,2,3,a,bv,,V,,7,,,FALSE
i64,,74,1,220,6/8,59,9,2,3,a,bv,,i,,64,,,FALSE
V65,,75,1,223,6/8,59,9,2,3,a,bv,,V,,65,,,FALSE
i,,76,1,226,6/8,59,9,2,3,a,bv,,i,,,,,FALSE
.bii.V2,,77,1,229,6/8,59,9,2,1.5,a,bii,,V,,2,,,FALSE
V43,,77,2.5,230.5,6/8,59,9,2,1,a,bii,,V,,43,,,FALSE
V7,,77,3.5,231.5,6/8,59,9,2,0.5,a,bii,,V,,7,,,FALSE
i6,,78,1,232,6/8,59,9,2,1.5,a,bii,,i,,6,,,FALSE
i64,,78,2.5,233.5,6/8,59,9,2,1.5,a,bii,,i,,64,,,FALSE
V7,,79,1,235,6/8,59,9,2,3,a,bii,,V,,7,,,FALSE
i64,,80,1,238,6/8,59,9,2,1.5,a,bii,,i,,64,,,FALSE
i6,,80,2.5,239.5,6/8,59,9,2,1.5,a,bii,,i,,6,,,FALSE
V7,,81,1,241,6/8,59,9,2,3,a,bii,,V,,7,,,FALSE
i64,,82,1,244,6/8,59,9,2,1.5,a,bii,,i,,64,,,FALSE
i6,,82,2.5,245.5,6/8,59,9,2,1.5,a,bii,,i,,6,,,FALSE
vi.V7,,83,1,247,6/8,59,9,2,1.5,a,vi,,V,,7,,,FALSE
V43,,83,2.5,248.5,6/8,59,9,2,1.5,a,vi,,V,,43,,,FALSE
i,,84,1,250,6/8,59,9,2,3,a,vi,,i,,,,,FALSE
.Ger6,,85,1,253,6/8,59,9,2,1.5,a,vi,,Ger,,6,,,FALSE
#iv%7,,85,2.5,254.5,6/8,59,9,2,1,a,vi,,#iv,%,7,,,FALSE
V7/v,,85,3.5,255.5,6/8,59,9,2,0.5,a,vi,,V,,7,,v,FALSE
iii.i,,86,1,256,6/8,59,9,2,1.5,a,iii,,i,,,,,FALSE
i,,86,2.5,257.5,6/8,59,9,2,1.5,a,iii,,i,,,,,FALSE
.Ger6,,87,1,259,6/8,59,9,2,1.5,a,iii,,Ger,,6,,,FALSE
viio7/V,,87,2.5,260.5,6/8,59,9,2,1,a,iii,,vii,o,7,,V,FALSE
V7/V,,87,3.5,261.5,6/8,59,9,2,0.5,a,iii,,V,,7,,V,FALSE
vii.i64,,88,1,262,6/8,59,9,2,1,a,vii,,i,,64,,,FALSE
i6,,88,2,263,6/8,59,9,2,1.5,a,vii,,i,,6,,,FALSE
i64,,88,3.5,264.5,6/8,59,9,2,0.5,a,vii,,i,,64,,,FALSE
V7,,89,1,265,6/8,59,9,2,1,a,vii,,V,,7,,,FALSE
V2,,89,2,266,6/8,59,9,2,1.5,a,vii,,V,,2,,,FALSE
V7,,89,3.5,267.5,6/8,59,9,2,0.5,a,vii,,V,,7,,,FALSE
i64,,90,1,268,6/8,59,9,2,1.5,a,vii,,i,,64,,,FALSE
i,,90,2.5,269.5,6/8,59,9,2,1.5,a,vii,,i,,,,,FALSE
V65,,91,1,271,6/8,59,9,2,1.5,a,vii,,V,,65,,,FALSE
V7,,91,2.5,272.5,6/8,59,9,2,1.5,a,vii,,V,,7,,,FALSE
i,,92,1,274,6/8,59,9,2,1.5,a,vii,,i,,,,,FALSE
iv.bII6,,92,2.5,275.5,6/8,59,9,2,1,a,iv,,bII,,6,,,FALSE
iv,,92,3.5,276.5,6/8,59,9,2,0.5,a,iv,,iv,,,,,FALSE
#viio43,,93,1,277,6/8,59,9,2,1,a,iv,,#vii,o,43,,,FALSE
#viio65,,93,2,278,6/8,59,9,2,1.5,a,iv,,#vii,o,65,,,FALSE
V7,,93,3.5,279.5,6/8,59,9,2,0.5,a,iv,,V,,7,,,FALSE
i,,94,1,280,6/8,59,9,2,1.5,a,iv,,i,,,,,FALSE
VI6,,94,2.5,281.5,6/8,59,9,2,1.5,a,iv,,VI,,6,,,FALSE
i.#viio7,,95,1,283,6/8,59,9,2,2.5,a,i,,#vii,o,7,,,FALSE
V7,,95,3.5,285.5,6/8,59,9,2,0.5,a,i,,V,,7,,,FALSE
i,,96,1,286,6/8,59,9,2,1.5,a,i,,i,,,,,FALSE
VI,,96,2.5,287.5,6/8,59,9,2,1,a,i,,VI,,,,,FALSE
.It6,,96,3.5,288.5,6/8,59,9,2,0.5,a,i,,It,,6,,,FALSE
V,,97,1,289,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V7,,97,2.5,290.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i,,98,1,292,6/8,59,9,2,1.5,a,i,,i,,,,,FALSE
VI,,98,2.5,293.5,6/8,59,9,2,1,a,i,,VI,,,,,FALSE
.It6,,98,3.5,294.5,6/8,59,9,2,0.5,a,i,,It,,6,,,FALSE
V,,99,1,295,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V7,,99,2.5,296.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i,,100,1,298,6/8,59,9,2,1.5,a,i,,i,,,,,FALSE
VI,,100,2.5,299.5,6/8,59,9,2,1,a,i,,VI,,,,,FALSE
.It6,,100,3.5,300.5,6/8,59,9,2,0.5,a,i,,It,,6,,,FALSE
V,,101,1,301,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V(64),,101,2.5,302.5,6/8,59,9,2,1,a,i,,V,,,64,,FALSE
.It6,,101,3.5,303.5,6/8,59,9,2,0.5,a,i,,It,,6,,,FALSE
V,,102,1,304,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V(64),,102,2.5,305.5,6/8,59,9,2,1,a,i,,V,,,64,,FALSE
.It6,,102,3.5,306.5,6/8,59,9,2,0.5,a,i,,It,,6,,,FALSE
V\\\\,,103,1,307,6/8,59,9,2,1,a,i,,V,,,,,TRUE
V,,103,2,308,6/8,59,9,2,4.5,a,i,,V,,,,,FALSE
V2,,104,3.5,312.5,6/8,59,9,2,0.5,a,i,,V,,2,,,FALSE
I.I,,105,1,313,6/8,59,9,2,1.5,a,I,,I,,,,,FALSE
IV,,105,2.5,314.5,6/8,59,9,2,1.5,a,I,,IV,,,,,FALSE
V7,,106,1,316,6/8,59,9,2,1.5,a,I,,V,,7,,,FALSE
I,,106,2.5,317.5,6/8,59,9,2,1.5,a,I,,I,,,,,FALSE
I6,,107,1,319,6/8,59,9,2,1.5,a,I,,I,,6,,,FALSE
IV,,107,2.5,320.5,6/8,59,9,2,1.5,a,I,,IV,,,,,FALSE
V7,,108,1,322,6/8,59,9,2,1.5,a,I,,V,,7,,,FALSE
I\\\\,,108,2.5,323.5,6/8,59,9,2,1.5,a,I,,I,,,,,TRUE
I6,,109,1,325,6/8,59,9,2,1.5,a,I,,I,,6,,,FALSE
IV,,109,2.5,326.5,6/8,59,9,2,1.5,a,I,,IV,,,,,FALSE
V7,,110,1,328,6/8,59,9,2,1.5,a,I,,V,,7,,,FALSE
I,,110,2.5,329.5,6/8,59,9,2,1.5,a,I,,I,,,,,FALSE
I6,,111,1,331,6/8,59,9,2,1.5,a,I,,I,,6,,,FALSE
IV,,111,2.5,332.5,6/8,59,9,2,1.5,a,I,,IV,,,,,FALSE
V(64),,112,1,334,6/8,59,9,2,2,a,I,,V,,,64,,FALSE
V43,,112,3,336,6/8,59,9,2,1,a,I,,V,,43,,,FALSE
I[I,,113,1,337,6/8,59,9,2,1.5,a,I,I,I,,,,,FALSE
#viio7,,113,2.5,338.5,6/8,59,9,2,1.5,a,I,I,#vii,o,7,,,FALSE
I,,114,1,340,6/8,59,9,2,1.5,a,I,I,I,,,,,FALSE
#viio7,,114,2.5,341.5,6/8,59,9,2,1,a,I,I,#vii,o,7,,,FALSE
V,,114,3.5,342.5,6/8,59,9,2,0.5,a,I,I,V,,,,,FALSE
I64,,115,1,343,6/8,59,9,2,1,a,I,I,I,,64,,,FALSE
I,,115,2,344,6/8,59,9,2,0.5,a,I,I,I,,,,,FALSE
#viio43,,115,2.5,344.5,6/8,59,9,2,1,a,I,I,#vii,o,43,,,FALSE
V,,115,3.5,345.5,6/8,59,9,2,0.5,a,I,I,V,,,,,FALSE
I6,,116,1,346,6/8,59,9,2,1,a,I,I,I,,6,,,FALSE
#viio43,,116,2,347,6/8,59,9,2,0.5,a,I,I,#vii,o,43,,,FALSE
I6,,116,2.5,347.5,6/8,59,9,2,1,a,I,I,I,,6,,,FALSE
#viio43,,116,3.5,348.5,6/8,59,9,2,0.5,a,I,I,#vii,o,43,,,FALSE
I6,,117,1,349,6/8,59,9,2,1,a,I,I,I,,6,,,FALSE
#viio43,,117,2,350,6/8,59,9,2,0.5,a,I,I,#vii,o,43,,,FALSE
I6,,117,2.5,350.5,6/8,59,9,2,1,a,I,I,I,,6,,,FALSE
#viio43,,117,3.5,351.5,6/8,59,9,2,0.5,a,I,I,#vii,o,43,,,FALSE
iv64,,118,1,352,6/8,59,9,2,2,a,I,I,iv,,64,,,FALSE
iv64],,118,3,354,6/8,59,9,2,1,a,I,I,iv,,64,,,FALSE
.bII,,119,1,355,6/8,59,9,2,2,a,I,,bII,,,,,FALSE
.bV.V,,119,3,357,6/8,59,9,2,1,a,bV,,V,,,,,FALSE
V2,,120,1,358,6/8,59,9,2,6,a,bV,,V,,2,,,FALSE
I6,,122,1,364,6/8,59,9,2,1.5,a,bV,,I,,6,,,FALSE
IV(4#2),,122,2.5,365.5,6/8,59,9,2,0.5,a,bV,,IV,,,4#2,,FALSE
IV,,122,3,366,6/8,59,9,2,1,a,bV,,IV,,,,,FALSE
V7,,123,1,367,6/8,59,9,2,1.5,a,bV,,V,,7,,,FALSE
I,,123,2.5,368.5,6/8,59,9,2,1.5,a,bV,,I,,,,,FALSE
I6,,124,1,370,6/8,59,9,2,1.5,a,bV,,I,,6,,,FALSE
IV(4#2),,124,2.5,371.5,6/8,59,9,2,0.5,a,bV,,IV,,,4#2,,FALSE
IV,,124,3,372,6/8,59,9,2,1,a,bV,,IV,,,,,FALSE
V7,,125,1,373,6/8,59,9,2,1.5,a,bV,,V,,7,,,FALSE
V(64),,125,2.5,374.5,6/8,59,9,2,1,a,bV,,V,,,64,,FALSE
V7,,125,3.5,375.5,6/8,59,9,2,0.5,a,bV,,V,,7,,,FALSE
I[I6,,126,1,376,6/8,59,9,2,1.5,a,bV,I,I,,6,,,FALSE
V65,,126,2.5,377.5,6/8,59,9,2,1.5,a,bV,I,V,,65,,,FALSE
I,,127,1,379,6/8,59,9,2,1.5,a,bV,I,I,,,,,FALSE
V65,,127,2.5,380.5,6/8,59,9,2,1.5,a,bV,I,V,,65,,,FALSE
I,,128,1,382,6/8,59,9,2,1.5,a,bV,I,I,,,,,FALSE
I6,,128,2.5,383.5,6/8,59,9,2,0.5,a,bV,I,I,,6,,,FALSE
viio6,,128,3,384,6/8,59,9,2,1,a,bV,I,vii,o,6,,,FALSE
V2,,129,1,385,6/8,59,9,2,0.5,a,bV,I,V,,2,,,FALSE
I6],,129,1.5,385.5,6/8,59,9,2,1,a,bV,I,I,,6,,,FALSE
V(64),,129,2.5,386.5,6/8,59,9,2,1,a,bV,,V,,,64,,FALSE
V7,,129,3.5,387.5,6/8,59,9,2,0.5,a,bV,,V,,7,,,FALSE
I\\\\,,130,1,388,6/8,59,9,2,1.5,a,bV,,I,,,,,TRUE
I64,,130,2.5,389.5,6/8,59,9,2,1.5,a,bV,,I,,64,,,FALSE
I6,,131,1,391,6/8,59,9,2,1.5,a,bV,,I,,6,,,FALSE
I,,131,2.5,392.5,6/8,59,9,2,1.5,a,bV,,I,,,,,FALSE
I64,,132,1,394,6/8,59,9,2,1.5,a,bV,,I,,64,,,FALSE
I,,132,2.5,395.5,6/8,59,9,2,1.5,a,bV,,I,,,,,FALSE
i.#viio7/iv,,133,1,397,6/8,59,9,2,1.5,a,i,,#vii,o,7,,iv,FALSE
V65/iv,,133,2.5,398.5,6/8,59,9,2,1.5,a,i,,V,,65,,iv,FALSE
iv(94),,134,1,400,6/8,59,9,2,1.5,a,i,,iv,,,94,,FALSE
iv,,134,2.5,401.5,6/8,59,9,2,4.5,a,i,,iv,,,,,FALSE
V7(+9),,136,1,406,6/8,59,9,2,1.5,a,i,,V,,7,9,,FALSE
V7,,136,2.5,407.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
V[i,,137,1,409,6/8,59,9,2,1.5,a,i,V,i,,,,,FALSE
#vi7,,137,2.5,410.5,6/8,59,9,2,1.5,a,i,V,#vi,,7,,,FALSE
V6,,138,1,412,6/8,59,9,2,6,a,i,V,V,,6,,,FALSE
i,,140,1,418,6/8,59,9,2,3,a,i,V,i,,,,,FALSE
V7,,141,1,421,6/8,59,9,2,3,a,i,V,V,,7,,,FALSE
i64,,142,1,424,6/8,59,9,2,1.5,a,i,V,i,,64,,,FALSE
V65,,142,2.5,425.5,6/8,59,9,2,1.5,a,i,V,V,,65,,,FALSE
i,,143,1,427,6/8,59,9,2,1,a,i,V,i,,,,,FALSE
i6,,143,2,428,6/8,59,9,2,0.5,a,i,V,i,,6,,,FALSE
V2,,143,2.5,428.5,6/8,59,9,2,1,a,i,V,V,,2,,,FALSE
#viio6],,143,3.5,429.5,6/8,59,9,2,0.5,a,i,V,#vii,o,6,,,FALSE
i,,144,1,430,6/8,59,9,2,6,a,i,,i,,,,,FALSE
V[V,,146,1,436,6/8,59,9,2,1.5,a,i,V,V,,,,,FALSE
i6,,146,2.5,437.5,6/8,59,9,2,1,a,i,V,i,,6,,,FALSE
i,,146,3.5,438.5,6/8,59,9,2,0.5,a,i,V,i,,,,,FALSE
V65,,147,1,439,6/8,59,9,2,3,a,i,V,V,,65,,,FALSE
i,,148,1,442,6/8,59,9,2,1.5,a,i,V,i,,,,,FALSE
V6,,148,2.5,443.5,6/8,59,9,2,1.5,a,i,V,V,,6,,,FALSE
i,,149,1,445,6/8,59,9,2,1.5,a,i,V,i,,,,,FALSE
V7,,149,2.5,446.5,6/8,59,9,2,1,a,i,V,V,,7,,,FALSE
#viio64],,149,3.5,447.5,6/8,59,9,2,0.5,a,i,V,#vii,o,64,,,FALSE
i\\\\,,150,1,448,6/8,59,9,2,5.5,a,i,,i,,,,,TRUE
III.viio6,,151,3.5,453.5,6/8,59,9,2,0.5,a,III,,vii,o,6,,,FALSE
I,,152,1,454,6/8,59,9,2,1.5,a,III,,I,,,,,FALSE
V7/IV,,152,2.5,455.5,6/8,59,9,2,1.5,a,III,,V,,7,,IV,FALSE
IV(974),,153,1,457,6/8,59,9,2,0.5,a,III,,IV,,,974,,FALSE
IV,,153,1.5,457.5,6/8,59,9,2,1,a,III,,IV,,,,,FALSE
V7/ii,,153,2.5,458.5,6/8,59,9,2,1.5,a,III,,V,,7,,ii,FALSE
ii(9#74),,154,1,460,6/8,59,9,2,0.5,a,III,,ii,,,9#74,,FALSE
ii,,154,1.5,460.5,6/8,59,9,2,1,a,III,,ii,,,,,FALSE
ii,,154,2.5,461.5,6/8,59,9,2,1.5,a,III,,ii,,,,,FALSE
V7/ii,,155,1,463,6/8,59,9,2,3,a,III,,V,,7,,ii,FALSE
ii,,156,1,466,6/8,59,9,2,1.5,a,III,,ii,,,,,FALSE
i.V7,,156,2.5,467.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i,,157,1,469,6/8,59,9,2,1.5,a,i,,i,,,,,FALSE
#viio2/V,,157,2.5,470.5,6/8,59,9,2,1.5,a,i,,#vii,o,2,,V,FALSE
V,,158,1,472,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V7,,158,2.5,473.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i\\\\,,159,1,475,6/8,59,9,2,1.5,a,i,,i,,,,,TRUE
#viio2/V,,159,2.5,476.5,6/8,59,9,2,1.5,a,i,,#vii,o,2,,V,FALSE
V,,160,1,478,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
#viio2/V,,160,2.5,479.5,6/8,59,9,2,1.5,a,i,,#vii,o,2,,V,FALSE
V,,161,1,481,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V2,,161,2.5,482.5,6/8,59,9,2,1.5,a,i,,V,,2,,,FALSE
i6,,162,1,484,6/8,59,9,2,0.5,a,i,,i,,6,,,FALSE
VI,,162,1.5,484.5,6/8,59,9,2,1,a,i,,VI,,,,,FALSE
iv7,,162,2.5,485.5,6/8,59,9,2,1,a,i,,iv,,7,,,FALSE
V,,162,3.5,486.5,6/8,59,9,2,0.5,a,i,,V,,,,,FALSE
#viio2,,163,1,487,6/8,59,9,2,1.5,a,i,,#vii,o,2,,,FALSE
#viio43,,163,2.5,488.5,6/8,59,9,2,1,a,i,,#vii,o,43,,,FALSE
#viio65,,163,3.5,489.5,6/8,59,9,2,0.5,a,i,,#vii,o,65,,,FALSE
i6,,164,1,490,6/8,59,9,2,0.5,a,i,,i,,6,,,FALSE
VI,,164,1.5,490.5,6/8,59,9,2,1,a,i,,VI,,,,,FALSE
iv7,,164,2.5,491.5,6/8,59,9,2,1,a,i,,iv,,7,,,FALSE
V7,,164,3.5,492.5,6/8,59,9,2,0.5,a,i,,V,,7,,,FALSE
i\\\\,,165,1,493,6/8,59,9,2,2.5,a,i,,i,,,,,TRUE
III.viio6,,165,3.5,495.5,6/8,59,9,2,0.5,a,III,,vii,o,6,,,FALSE
I,,166,1,496,6/8,59,9,2,1.5,a,III,,I,,,,,FALSE
V2/IV,,166,2.5,497.5,6/8,59,9,2,0.5,a,III,,V,,2,,IV,FALSE
IV6,,166,3,498,6/8,59,9,2,0.5,a,III,,IV,,6,,,FALSE
V65/IV,,166,3.5,498.5,6/8,59,9,2,0.5,a,III,,V,,65,,IV,FALSE
V65/IV,,167,1,499,6/8,59,9,2,0.5,a,III,,V,,65,,IV,FALSE
IV,,167,1.5,499.5,6/8,59,9,2,1,a,III,,IV,,,,,FALSE
V2/ii,,167,2.5,500.5,6/8,59,9,2,0.5,a,III,,V,,2,,ii,FALSE
ii,,167,3,501,6/8,59,9,2,0.5,a,III,,ii,,,,,FALSE
V65/ii,,167,3.5,501.5,6/8,59,9,2,1.5,a,III,,V,,65,,ii,FALSE
ii,,168,2,503,6/8,59,9,2,0.5,a,III,,ii,,,,,FALSE
ii6,,168,2.5,503.5,6/8,59,9,2,1,a,III,,ii,,6,,,FALSE
ii,,168,3.5,504.5,6/8,59,9,2,0.5,a,III,,ii,,,,,FALSE
V65/ii,,169,1,505,6/8,59,9,2,2.5,a,III,,V,,65,,ii,FALSE
#viio6/ii,,169,3.5,507.5,6/8,59,9,2,0.5,a,III,,#vii,o,6,,ii,FALSE
i.iv,,170,1,508,6/8,59,9,2,1,a,i,,iv,,,,,FALSE
iv6,,170,2,509,6/8,59,9,2,0.5,a,i,,iv,,6,,,FALSE
V7,,170,2.5,509.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i64,,171,1,511,6/8,59,9,2,1,a,i,,i,,64,,,FALSE
i,,171,2,512,6/8,59,9,2,0.5,a,i,,i,,,,,FALSE
#viio2/V,,171,2.5,512.5,6/8,59,9,2,1,a,i,,#vii,o,2,,V,FALSE
#viio43/V,,171,3.5,513.5,6/8,59,9,2,0.5,a,i,,#vii,o,43,,V,FALSE
V,,172,1,514,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
V7,,172,2.5,515.5,6/8,59,9,2,1.5,a,i,,V,,7,,,FALSE
i,,173,1,517,6/8,59,9,2,1.5,a,i,,i,,,,,FALSE
#viio2/V,,173,2.5,518.5,6/8,59,9,2,1,a,i,,#vii,o,2,,V,FALSE
#viio43/V,,173,3.5,519.5,6/8,59,9,2,0.5,a,i,,#vii,o,43,,V,FALSE
V,,174,1,520,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
#viio2/V,,174,2.5,521.5,6/8,59,9,2,1,a,i,,#vii,o,2,,V,FALSE
#viio43/V,,174,3.5,522.5,6/8,59,9,2,0.5,a,i,,#vii,o,43,,V,FALSE
V,,175,1,523,6/8,59,9,2,1.5,a,i,,V,,,,,FALSE
#viio2,,175,2.5,524.5,6/8,59,9,2,0.5,a,i,,#vii,o,2,,,FALSE
V,,175,3,525,6/8,59,9,2,0.5,a,i,,V,,,,,FALSE
#viio64,,175,3.5,525.5,6/8,59,9,2,0.5,a,i,,#vii,o,64,,,FALSE
i6,,176,1,526,6/8,59,9,2,1,a,i,,i,,6,,,FALSE
VI,,176,2,527,6/8,59,9,2,0.5,a,i,,VI,,,,,FALSE
iv7,,176,2.5,527.5,6/8,59,9,2,1,a,i,,iv,,7,,,FALSE
V,,176,3.5,528.5,6/8,59,9,2,0.5,a,i,,V,,,,,FALSE
#viio2,,177,1,529,6/8,59,9,2,1,a,i,,#vii,o,2,,,FALSE
i64,,177,2,530,6/8,59,9,2,0.5,a,i,,i,,64,,,FALSE
#viio64,,177,2.5,530.5,6/8,59,9,2,0.5,a,i,,#vii,o,64,,,FALSE
i6,,177,3,531,6/8,59,9,2,0.5,a,i,,i,,6,,,FALSE
#viio65,,177,3.5,531.5,6/8,59,9,2,0.5,a,i,,#vii,o,65,,,FALSE
i6,,178,1,532,6/8,59,9,2,1,a,i,,i,,6,,,FALSE
VI,,178,2,533,6/8,59,9,2,0.5,a,i,,VI,,,,,FALSE
iv7,,178,2.5,533.5,6/8,59,9,2,1,a,i,,iv,,7,,,FALSE
V,,178,3.5,534.5,6/8,59,9,2,0.5,a,i,,V,,,,,FALSE
